"EmployeeID","EmployeeName","JobTitle","Email","Phone","Manager"
"1100","Wayne Robinson","Data Scientist","wayne_robinson@brlda.gov","001-714-334-7044","Jodi Hoffman"
"1101","Daisy Powers","Quality Assurance Analyst","daisy_powers@brlda.gov","(712)900-8368x61325","Scott Gibson"
"1102","James Porter","Scrum Master","james_porter@brlda.gov","831-584-2312","Jesse Thomas"
"1103","Benjamin Hall","Machine Learning Engineer","benjamin_hall@brlda.gov","103-304-5361","Hannah Rivera"
"1104","Michael Trujillo","Statistician","michael_trujillo@brlda.gov","001-759-549-3203x34363","Chad Hickman"
"1105","Kathy Ball","Quality Assurance Analyst","kathy_ball@brlda.gov","(790)748-8447x323","Alicia Frost"
"1106","Omar Avila","Statistician","omar_avila@brlda.gov","859.550.6425x6775","Jennifer Johnson"
"1107","Renee Melendez","Data Engineer","renee_melendez@brlda.gov","5569403474","Mark Anderson"
"1108","Tiffany Gonzalez","Project Manager","tiffany_gonzalez@brlda.gov","001-252-304-1381x57552","Andrew Craig"
"1109","Cheryl Frank","Program Manager","cheryl_frank@brlda.gov","(586)672-0456x518","John Robinson"
"1110","Stephanie Clark","Program Manager","stephanie_clark@brlda.gov","(682)585-2574x86319","Briana Yang"
"1111","Brandon Reyes","Statistician","brandon_reyes@brlda.gov","	+1-479-603-3815x7244","Matthew Torres"
"1112","Jeffrey Miller","Program Manager","jeffrey_miller@brlda.gov","001-651-899-4521x28952","Lori Fuller"
"1113","Alexis Richards","Data Analyst","alexis_richards@brlda.gov","001-532-193-5751","Robin Moss"
"1114","Deborah Davis","Scrum Master","deborah_davis@brlda.gov","(696)774-4095","Teresa Ortiz"
"1115","Lindsay Miller","Data Scientist","lindsay_miller@brlda.gov","(442)559-1858","Lisa Stanley"
"1116","Meghan Richards","Scrum Master","meghan_richards@brlda.gov","642-264-4072x913","Thomas Crawford"
"1117","Kyle Clark","Data Engineer","kyle_clark@brlda.gov","	+1-267-079-2762x395","Michael Robinson"
"1118","Brian Allen","Quality Assurance Analyst","brian_allen@brlda.gov","	+1-081-955-0481x85574","Lauren Smith MD"
"1119","Henry Clements","Program Manager","henry_clements@brlda.gov","001-846-498-5060x71460","Aaron Schwartz"
"1120","Rebecca Anderson","Data Engineer","rebecca_anderson@brlda.gov","9399463064","Gregory Ryan"
"1121","Anne Rich","Data Analyst","anne_rich@brlda.gov","001-365-712-6147x47937","Marcus Buck"
"1122","Annette Wood","Project Manager","annette_wood@brlda.gov","	+1-009-964-0434x4310","Michael Obrien"
"1123","Jim Moyer","Program Manager","jim_moyer@brlda.gov","(325)758-1164x526","James Rhodes"
"1124","Christina Ward","Project Manager","christina_ward@brlda.gov","001-066-263-5813x654","John Thompson"
"1125","Samantha Griffin","Data Engineer","samantha_griffin@brlda.gov","808.731.7180","Jacqueline Espinoza"
"1126","Heather Jenkins","Statistician","heather_jenkins@brlda.gov","511-613-7765x1780","Lucas Campos"
"1127","Mary Roberson","Quality Assurance Analyst","mary_roberson@brlda.gov","(011)503-3175x035","Roberto Navarro"
"1128","Steve Diaz","Machine Learning Engineer","steve_diaz@brlda.gov","	+1-310-630-8926x5758","Curtis Vazquez"
"1129","Richard Dougherty","Data Scientist","richard_dougherty@brlda.gov","001-027-654-0279","Danny Clark"
"1130","John Cameron","Data Analyst","john_cameron@brlda.gov","001-904-118-6878x67308","Mr. Christopher Zavala"
"1131","Jillian Washington","Project Manager","jillian_washington@brlda.gov","001-210-599-7632x6142","Dennis Flores"
"1132","Antonio Humphrey","Statistician","antonio_humphrey@brlda.gov","	+1-212-942-2273x47358","John Francis"
"1133","Jack Brady","Data Analyst","jack_brady@brlda.gov","001-580-482-8222x435","Jackie Black"
"1134","Victor Lyons","Project Manager","victor_lyons@brlda.gov","(141)462-8857x548","Rebecca Maldonado"
"1135","Anthony Howell","Machine Learning Engineer","anthony_howell@brlda.gov","647.003.5131x953","Shannon Morales"
"1136","Regina Bonilla","Scrum Master","regina_bonilla@brlda.gov","001-362-253-4060x320","Brenda Brown"
"1137","Timothy Torres","Quality Assurance Analyst","timothy_torres@brlda.gov","	+1-520-604-7696","Eric Morris"
"1138","Allison Martin","Machine Learning Engineer","allison_martin@brlda.gov","(680)115-7429","Daniel Carr"
"1139","Phillip Guerrero","Scrum Master","phillip_guerrero@brlda.gov","	+1-508-515-1780x884","Emily Moss"
"1140","Justin Hale","Scrum Master","justin_hale@brlda.gov","001-247-764-6100x2409","Kimberly Ferrell"
"1141","Daniel Mann","Business Analyst","daniel_mann@brlda.gov","(361)067-3012x4107","Mrs. Amber Burton"
"1142","Kelsey Summers","Business Analyst","kelsey_summers@brlda.gov","4105313723","Daniel Berry"
"1143","Joel Porter Jr.","Program Manager","joel_porter_jr.@brlda.gov","(760)789-6748","Wendy Ritter"
"1144","Henry Mckee","Data Analyst","henry_mckee@brlda.gov","682-473-4637","Karen Barrera"
"1145","Mary Higgins","Project Manager","mary_higgins@brlda.gov","683-911-9724x880","Brittany Morrison MD"
"1146","Shane Ortiz","Program Manager","shane_ortiz@brlda.gov","(574)487-5236x4839","Brandon Snyder"
"1147","John Hunt","Program Manager","john_hunt@brlda.gov","(228)520-6930","Heather May"
"1148","Cory Davis","Quality Assurance Analyst","cory_davis@brlda.gov","001-279-092-5986x791","Derrick Davis"
"1149","David Bennett","Business Analyst","david_bennett@brlda.gov","001-074-423-9851","Patrick Hill"
"1150","Valerie Richardson","Program Manager","valerie_richardson@brlda.gov","	+1-412-605-0228","Kenneth Schwartz"
"1151","Gregory Robinson","Data Analyst","gregory_robinson@brlda.gov","897-594-2809x5472","Cristian Martin"
"1152","Renee Fisher","Data Scientist","renee_fisher@brlda.gov","001-695-957-2522x22340","Erica Gibson"
"1153","Lucas Santos","Machine Learning Engineer","lucas_santos@brlda.gov","285.630.4483x5677","Samantha Allison"
"1154","Keith Campbell","Machine Learning Engineer","keith_campbell@brlda.gov","246.456.2208x30999","Emma Gonzalez"
"1155","Dominic Hernandez","Scrum Master","dominic_hernandez@brlda.gov","	+1-697-576-8254","Daniel Richmond"
"1156","Joseph Brown","Data Scientist","joseph_brown@brlda.gov","	+1-392-755-1970x03268","James Pennington"
"1157","Catherine Moss","Business Analyst","catherine_moss@brlda.gov","001-728-403-0708x83931","Jason Nichols"
"1158","Beth Norton","Scrum Master","beth_norton@brlda.gov","	+1-611-910-0088x09249","Richard Simon"
"1159","Mary Kelly","Data Scientist","mary_kelly@brlda.gov","	+1-047-465-5888x642","Sheila Skinner"
"1160","Lisa Stephens","Program Manager","lisa_stephens@brlda.gov","(314)156-0758x08263","Joseph Chavez"
"1161","Tyler Callahan","Quality Assurance Analyst","tyler_callahan@brlda.gov","587-007-2277x6989","Michael Walsh"
"1162","Willie Webb","Quality Assurance Analyst","willie_webb@brlda.gov","(070)896-9706x393","Michael Simpson"
"1163","Russell Howard","Data Analyst","russell_howard@brlda.gov","064-901-3397x91348","Heather Ford"
"1164","Jeremiah Fuller","Program Manager","jeremiah_fuller@brlda.gov","000.479.6153x222","Elizabeth Ford"
"1165","Rachel Cunningham","Data Engineer","rachel_cunningham@brlda.gov","734.079.8418","Lawrence Nelson"
"1166","Laura Morales","Scrum Master","laura_morales@brlda.gov","001-425-099-2338x0214","Brian Allen"
"1167","Jonathan Osborn","Data Engineer","jonathan_osborn@brlda.gov","	+1-819-890-0913x7221","Stacey Haas"
"1168","Kenneth Carrillo","Statistician","kenneth_carrillo@brlda.gov","001-473-500-9336x907","Todd Cruz"
"1169","Dean Arnold","Quality Assurance Analyst","dean_arnold@brlda.gov","885-896-6434x9136","Gary Maldonado Jr."
"1170","Courtney Eaton","Data Scientist","courtney_eaton@brlda.gov","(017)761-6237x4201","John Black"
"1171","Kim Black","Business Analyst","kim_black@brlda.gov","364.390.6118","Virginia Mcbride"
"1172","Jared Lopez","Program Manager","jared_lopez@brlda.gov","(517)446-2801","Charles Munoz"
"1173","Melissa Rogers","Project Manager","melissa_rogers@brlda.gov","(844)146-7290x913","Jose Smith"
"1174","Hannah Thomas","Project Manager","hannah_thomas@brlda.gov","642.508.5485","Wendy Scott"
"1175","Matthew Long","Machine Learning Engineer","matthew_long@brlda.gov","	+1-545-319-4249","Mary Castro"
"1176","Brittany Anthony","Business Analyst","brittany_anthony@brlda.gov","388-669-2687x935","Elizabeth Ferguson"
"1177","David Burton","Data Analyst","david_burton@brlda.gov","855-098-1132","Lindsey Jones"
"1178","Bonnie Alvarez","Data Engineer","bonnie_alvarez@brlda.gov","2449290127","Jacqueline Haley"
"1179","Jennifer Gregory","Project Manager","jennifer_gregory@brlda.gov","566-357-6859","Carrie Rivera"
"1180","Joseph Taylor","Data Analyst","joseph_taylor@brlda.gov","(620)842-6116x445","Jesus Davis"
"1181","Jennifer Martinez","Quality Assurance Analyst","jennifer_martinez@brlda.gov","(271)735-5626x06284","Shannon Rodriguez"
"1182","Suzanne Ware","Quality Assurance Analyst","suzanne_ware@brlda.gov","	+1-052-223-7745x30057","James David"
"1183","Vanessa Burns","Project Manager","vanessa_burns@brlda.gov","931.868.7841","Robin Meyers"
"1184","Logan Ortega","Data Scientist","logan_ortega@brlda.gov","001-285-913-2584x3445","Tiffany Graham"
"1185","Stephanie Love","Data Scientist","stephanie_love@brlda.gov","	+1-659-045-2800","Gregory Davis"
"1186","Hannah Stevens","Business Analyst","hannah_stevens@brlda.gov","(885)079-9541x742","Brandon Meza"
"1187","David Carlson","Quality Assurance Analyst","david_carlson@brlda.gov","(751)463-9232","Melissa Miller"
"1188","Lauren Stewart","Quality Assurance Analyst","lauren_stewart@brlda.gov","395-849-1089x4876","Jay Schneider"
"1189","Alan Martin","Data Scientist","alan_martin@brlda.gov","687-730-0182","Dawn Barnes"
"1190","Jacob Stevens","Data Analyst","jacob_stevens@brlda.gov","802-138-6766x2640","Monica Pugh"
"1191","Mark Estrada","Machine Learning Engineer","mark_estrada@brlda.gov","(684)061-1249","Stephen Watkins"
"1192","Courtney Franco","Business Analyst","courtney_franco@brlda.gov","871.387.0411x182","Jason Baker"
"1193","Jimmy Johnson","Scrum Master","jimmy_johnson@brlda.gov","279.931.0542x520","Kelly Woods"
"1194","Danielle Summers","Quality Assurance Analyst","danielle_summers@brlda.gov","001-544-073-7075x419","Robert Cox"
"1195","Robin Gomez","Business Analyst","robin_gomez@brlda.gov","3791178467","Carrie Thompson"
"1196","Michael Dyer","Scrum Master","michael_dyer@brlda.gov","	+1-088-977-0431x520","Scott Knapp"
"1197","Lisa Ramirez","Scrum Master","lisa_ramirez@brlda.gov","582.881.0603x200","Karen Barrera"
"1198","Barbara Trujillo","Data Analyst","barbara_trujillo@brlda.gov","	+1-058-101-5558x5001","Daniel Jackson"
"1199","Dana Ramirez","Business Analyst","dana_ramirez@brlda.gov","9093051792","Eric Morris"
"1200","Andrew Davis","Data Scientist","andrew_davis@brlda.gov","001-867-281-3824x2422","Theresa Colon"
"1201","Ms. Barbara Miller","Statistician","ms._barbara_miller@brlda.gov","	+1-715-625-5819x134","Robert Clayton"
"1202","Katherine Saunders","Data Analyst","katherine_saunders@brlda.gov","741.840.8702x090","Michelle Johnson"
"1203","Caitlin Kennedy","Business Analyst","caitlin_kennedy@brlda.gov","001-071-883-5786x7000","Charles Brown"
"1204","Mr. Carlos Ferrell","Data Engineer","mr._carlos_ferrell@brlda.gov","(062)960-0002","Gwendolyn Gonzalez"
"1205","Amber Evans","Machine Learning Engineer","amber_evans@brlda.gov","(705)408-1322","Jamie Burns"
"1206","Heather Rodgers","Program Manager","heather_rodgers@brlda.gov","	+1-244-553-7934","Christopher Hoffman"
"1207","Brittany Wilkerson","Scrum Master","brittany_wilkerson@brlda.gov","(110)401-8865x87999","Eric Dunn"
"1208","Leonard Scott","Data Scientist","leonard_scott@brlda.gov","001-353-518-9530","Nicholas Alexander"
"1209","Alexis Kaufman","Statistician","alexis_kaufman@brlda.gov","(967)421-8840x66955","Brian Hahn"
"1210","Tara Peterson","Data Analyst","tara_peterson@brlda.gov","(238)255-2325x3556","Joseph Parks"
"1211","Roy Alvarado","Project Manager","roy_alvarado@brlda.gov","6197815429","Tonya Romero"
"1212","Angela Garcia","Scrum Master","angela_garcia@brlda.gov","	+1-905-538-3981","Jeffrey Clark"
"1213","Tammy English","Project Manager","tammy_english@brlda.gov","401-252-5966","Michael Bennett MD"
"1214","Jonathan Simpson","Machine Learning Engineer","jonathan_simpson@brlda.gov","206-354-7971x30160","Morgan Allen"
"1215","Edward Mitchell","Machine Learning Engineer","edward_mitchell@brlda.gov","001-787-106-1398","John Matthews"
"1216","Dr. Jason Nelson","Data Analyst","dr._jason_nelson@brlda.gov","001-549-312-0042","Jason Ashley"
"1217","Cheryl Wood","Quality Assurance Analyst","cheryl_wood@brlda.gov","445-138-5620x5093","Jessica Christensen"
"1218","Scott Mata","Quality Assurance Analyst","scott_mata@brlda.gov","(934)298-9085x05727","Lisa Brown"
"1219","Chad Frazier","Project Manager","chad_frazier@brlda.gov","(305)092-5961x2808","Melissa Mccoy"
"1220","Sabrina Perez","Machine Learning Engineer","sabrina_perez@brlda.gov","(791)446-2754","Stephanie Johnson"
"1221","Renee Murray","Statistician","renee_murray@brlda.gov","271.975.7167x590","April Torres DDS"
"1222","Helen Bray","Data Analyst","helen_bray@brlda.gov","379.122.2765","Jason Melendez"
"1223","Jennifer Abbott DDS","Project Manager","jennifer_abbott_dds@brlda.gov","(142)893-6748x48561","Justin Martin"
"1224","Kathryn Richmond","Quality Assurance Analyst","kathryn_richmond@brlda.gov","(688)029-5814x09492","William Moore"
"1225","Charlene Palmer","Program Manager","charlene_palmer@brlda.gov","3555997706","Janet Johnston"
"1226","Jeffrey Stanley","Machine Learning Engineer","jeffrey_stanley@brlda.gov","001-720-947-6050x715","Kimberly Lewis"
"1227","Martha Jackson","Machine Learning Engineer","martha_jackson@brlda.gov","	+1-516-171-8872x87331","Sarah Brown"
"1228","John Wright","Data Scientist","john_wright@brlda.gov","	+1-694-621-4398x038","Matthew Phillips"
"1229","Phillip Jordan","Quality Assurance Analyst","phillip_jordan@brlda.gov","(620)239-2614","Mary Gutierrez"
"1230","Jeffrey Garza","Scrum Master","jeffrey_garza@brlda.gov","274-059-2649x2544","Richard Lamb"
"1231","Dr. Amber Williams","Business Analyst","dr._amber_williams@brlda.gov","480.850.7386x8301","Chelsea Johnson"
"1232","Terry Pena","Data Analyst","terry_pena@brlda.gov","	+1-802-335-2520x25406","Daniel Carr"
"1233","Laura Velez","Machine Learning Engineer","laura_velez@brlda.gov","8950007803","Jose Johnson"
"1234","Anthony Trevino","Quality Assurance Analyst","anthony_trevino@brlda.gov","(447)423-3206x789","Christina Donovan"
"1235","Tammy Bennett","Project Manager","tammy_bennett@brlda.gov","715.592.0192x8498","Richard Grimes"
"1236","Rick Wright","Program Manager","rick_wright@brlda.gov","(120)181-5352","Kerri Gonzales"
"1237","Sean Andersen","Data Scientist","sean_andersen@brlda.gov","(428)739-3567","Marvin Whitaker"
"1238","Kristina Pena","Project Manager","kristina_pena@brlda.gov","001-940-807-6073x53360","Barbara Miller"
"1239","Cathy Davenport","Data Analyst","cathy_davenport@brlda.gov","234-170-3466x58314","Benjamin Smith"
"1240","Rebecca Garcia","Quality Assurance Analyst","rebecca_garcia@brlda.gov","001-603-303-1991x130","John Perez"
"1241","Nancy Lee","Scrum Master","nancy_lee@brlda.gov","755-804-7652x51205","Michael Hawkins"
"1242","Jennifer Daniels","Data Scientist","jennifer_daniels@brlda.gov","308-190-2605x56933","Jennifer Martinez"
"1243","Laura Kaufman","Machine Learning Engineer","laura_kaufman@brlda.gov","	+1-828-586-3311x2541","Jason Miller"
"1244","Jonathan Richardson","Machine Learning Engineer","jonathan_richardson@brlda.gov","001-139-245-7689","Jason Stewart"
"1245","Philip Duncan","Program Manager","philip_duncan@brlda.gov","204-118-1661x02980","Evan Bowman"
"1246","Erica Cantu","Quality Assurance Analyst","erica_cantu@brlda.gov","222.328.2495","Shelby Mason"
"1247","Edward Ibarra","Data Engineer","edward_ibarra@brlda.gov","(557)620-8856","Michael Rogers"
"1248","Michael Steele","Statistician","michael_steele@brlda.gov","(705)656-2163x673","Leah Smith"
"1249","David Jensen","Machine Learning Engineer","david_jensen@brlda.gov","001-485-415-9508x952","Brandon Tucker"
"1250","Matthew Taylor DVM","Data Analyst","matthew_taylor_dvm@brlda.gov","1784318826","Janice Tucker"
"1251","Michael Schneider","Data Analyst","michael_schneider@brlda.gov","932.994.2435","Rebecca Maldonado"
"1252","Hannah Hawkins","Data Engineer","hannah_hawkins@brlda.gov","371-735-2851x6593","Matthew Owens"
"1253","Paul Smith","Machine Learning Engineer","paul_smith@brlda.gov","(836)338-6135x540","Miss Alexis Osborne"
"1254","Sean Thomas","Data Scientist","sean_thomas@brlda.gov","	+1-433-746-3288x0074","David Strong"
"1255","Frank Anderson","Data Scientist","frank_anderson@brlda.gov","143-928-2026","Miss Claudia Walters"
"1256","Jennifer Williams","Machine Learning Engineer","jennifer_williams@brlda.gov","002.654.1953","Anita Herring"
"1257","Pam Hernandez MD","Scrum Master","pam_hernandez_md@brlda.gov","140-521-1534","Bradley Hayes"
"1258","Mark Baker","Data Engineer","mark_baker@brlda.gov","(918)168-7392","Robin Smith"
"1259","Christopher Sanchez","Statistician","christopher_sanchez@brlda.gov","556.011.0666x42265","Lauren Carrillo"
"1260","Kimberly Blake","Program Manager","kimberly_blake@brlda.gov","514-136-6603x5176","John Watts"
"1261","Jessica Mills","Data Scientist","jessica_mills@brlda.gov","001-091-297-3775x934","Tammy Johnson"
"1262","Kyle Campbell","Business Analyst","kyle_campbell@brlda.gov","001-005-263-1843x750","Marisa Nguyen"
"1263","Sandra Rubio","Quality Assurance Analyst","sandra_rubio@brlda.gov","	+1-959-613-0768x8980","Kevin Chang"
"1264","Sharon Johnson","Scrum Master","sharon_johnson@brlda.gov","	+1-305-346-6609","Justin Smith"
"1265","Douglas Sullivan","Data Scientist","douglas_sullivan@brlda.gov","	+1-690-214-4843","William Warner"
"1266","Ryan Chavez","Machine Learning Engineer","ryan_chavez@brlda.gov","(698)830-5791","Michael Campbell"
"1267","Mary Hall","Scrum Master","mary_hall@brlda.gov","3862662029","Louis Brown"
"1268","Richard Hopkins","Scrum Master","richard_hopkins@brlda.gov","(862)501-1122","Samantha Gibbs"
"1269","Erin Lozano","Data Scientist","erin_lozano@brlda.gov","752.799.0736x05985","Kevin Jones"
"1270","Karen Johnson","Data Engineer","karen_johnson@brlda.gov","001-520-470-8195x240","Kevin Moore"
"1271","Jessica Rogers","Program Manager","jessica_rogers@brlda.gov","001-100-485-5718x616","James Peters"
"1272","Mary Anderson","Quality Assurance Analyst","mary_anderson@brlda.gov","001.343.1121x0803","Megan Mata"
"1273","Matthew Newton","Machine Learning Engineer","matthew_newton@brlda.gov","(212)607-9770x7919","Dawn Sims"
"1274","Andrew Kelly","Scrum Master","andrew_kelly@brlda.gov","804-281-0189","Elizabeth Franklin"
"1275","Maureen Taylor","Program Manager","maureen_taylor@brlda.gov","(715)904-5176","Matthew Nguyen"
"1276","Kristen Reed","Project Manager","kristen_reed@brlda.gov","(385)356-3687x232","Tracey Reyes"
"1277","Dustin Hamilton","Data Analyst","dustin_hamilton@brlda.gov","	+1-269-113-5312x590","Molly Martinez"
"1278","Kerry Hansen","Quality Assurance Analyst","kerry_hansen@brlda.gov","	+1-946-931-8350x4125","Melinda Lee"
"1279","Larry Wilson","Scrum Master","larry_wilson@brlda.gov","6599474742","Nathan King"
"1280","Joseph Holmes","Statistician","joseph_holmes@brlda.gov","	+1-391-951-5467x02045","Larry Ryan"
"1281","Charles Ferguson","Program Manager","charles_ferguson@brlda.gov","801.310.6589x13218","Michelle Williams"
"1282","Michael Allison","Scrum Master","michael_allison@brlda.gov","326-285-8464x194","Hunter Graham"
"1283","Shannon Wheeler","Quality Assurance Analyst","shannon_wheeler@brlda.gov","001-472-784-4603x63359","Lynn Andrews"
"1284","Benjamin Hamilton","Project Manager","benjamin_hamilton@brlda.gov","	+1-478-614-9094x2220","Lisa Carney"
"1285","Crystal Wilson","Data Engineer","crystal_wilson@brlda.gov","065-023-7068","Eric Torres"
"1286","Joe Baxter","Program Manager","joe_baxter@brlda.gov","356.784.9583","Taylor Simmons"
"1287","Jeremy Haas","Statistician","jeremy_haas@brlda.gov","	+1-815-745-4272x096","Ryan Lewis"
"1288","Cassandra Davis","Quality Assurance Analyst","cassandra_davis@brlda.gov","676.181.4839x26692","John Shaw"
"1289","Debra Baker","Data Scientist","debra_baker@brlda.gov","(022)967-6208","Nicole Peters"
"1290","Kayla Smith","Project Manager","kayla_smith@brlda.gov","001-550-616-0510","David Porter"
"1291","Robert Shah","Project Manager","robert_shah@brlda.gov","086-506-8623x610","Kayla Stevens"
"1292","Larry Young","Quality Assurance Analyst","larry_young@brlda.gov","(466)839-4573","Michelle Lee DDS"
"1293","Scott Morris","Data Engineer","scott_morris@brlda.gov","	+1-674-794-2012x927","Robert Mills"
"1294","Mrs. Mallory Evans PhD","Scrum Master","mrs._mallory_evans_phd@brlda.gov","(344)171-0109","Lindsey Coleman"
"1295","Pam Zhang","Business Analyst","pam_zhang@brlda.gov","722-123-9503x02308","Alexander Martin"
"1296","Elizabeth Weiss","Data Analyst","elizabeth_weiss@brlda.gov","803.552.5922","Carlos Hernandez"
"1297","Jasmine Collins","Machine Learning Engineer","jasmine_collins@brlda.gov","213.725.7180","Samuel Bond"
"1298","John Solomon","Quality Assurance Analyst","john_solomon@brlda.gov","1781007168","Melinda Lee"
"1299","Daniel Hernandez","Quality Assurance Analyst","daniel_hernandez@brlda.gov","001-196-408-9961","Emily Marsh"
"1300","Amber Burch","Data Scientist","amber_burch@brlda.gov","001-635-988-7136x05614","Samuel Gonzalez"
"1301","Jill Jackson","Data Scientist","jill_jackson@brlda.gov","001-369-035-0524","Alexa Stewart"
"1302","Sean Franklin","Data Analyst","sean_franklin@brlda.gov","909.755.6206x3151","Miss Denise Dalton MD"
"1303","Michael Hill","Quality Assurance Analyst","michael_hill@brlda.gov","(132)658-1774x0524","Angela Wood"
"1304","Alexandria Craig","Statistician","alexandria_craig@brlda.gov","(560)794-6875x841","Rachel Nguyen"
"1305","Gavin Hicks","Data Engineer","gavin_hicks@brlda.gov","001-125-562-4717","Michelle Mason"
"1306","Christine Fowler","Machine Learning Engineer","christine_fowler@brlda.gov","	+1-667-980-9675x4544","Melinda Byrd"
"1307","Carl Mcclure","Project Manager","carl_mcclure@brlda.gov","316-028-4537","Jodi Hoffman"
"1308","David Welch","Quality Assurance Analyst","david_welch@brlda.gov","022-641-1368x745","Janet Adams"
"1309","Samuel Dickerson","Scrum Master","samuel_dickerson@brlda.gov","878-827-5006","Scott Glass"
"1310","Tiffany Garcia","Data Analyst","tiffany_garcia@brlda.gov","823-777-0678","Terry Carroll"
"1311","Jacqueline Durham","Project Manager","jacqueline_durham@brlda.gov","823-994-8444","Crystal Hubbard DVM"
"1312","Johnathan Love","Business Analyst","johnathan_love@brlda.gov","297.762.2761x3358","Katelyn Fields"
"1313","Justin Marks","Data Scientist","justin_marks@brlda.gov","214.982.6644","Anthony Frazier"
"1314","Anthony Campos","Data Engineer","anthony_campos@brlda.gov","443.752.6208","Jason Williams"
"1315","Jack Franklin","Project Manager","jack_franklin@brlda.gov","610.370.3621x92728","Bridget Jackson"
"1316","Daniel Washington","Data Engineer","daniel_washington@brlda.gov","949.769.9595","Christopher Mckenzie"
"1317","Andrea Brown","Scrum Master","andrea_brown@brlda.gov","676-215-0573","Megan Ryan"
"1318","Tara Cisneros","Data Analyst","tara_cisneros@brlda.gov","3190808813","Kyle Owens"
"1319","Cheyenne Fleming","Program Manager","cheyenne_fleming@brlda.gov","541.125.6487x7245","Trevor Rodriguez"
"1320","Matthew Gonzalez","Scrum Master","matthew_gonzalez@brlda.gov","931.254.3712x392","Sarah Matthews"
"1321","Samantha Vega","Data Scientist","samantha_vega@brlda.gov","(526)551-9378","Scott Smith"
"1322","Brenda Thomas","Data Scientist","brenda_thomas@brlda.gov","	+1-235-784-4853","Yolanda Hale"
"1323","Gregory Walker","Project Manager","gregory_walker@brlda.gov","6834778783","David Welch"
"1324","Sandra Hernandez","Program Manager","sandra_hernandez@brlda.gov","(044)277-3292x289","Joshua James"
"1325","Debra Cole","Statistician","debra_cole@brlda.gov","190-932-1242x93368","Heather Lambert"
"1326","Brooke Bates","Program Manager","brooke_bates@brlda.gov","	+1-144-626-3893x51776","Sharon Robinson"
"1327","Michael Reynolds","Data Scientist","michael_reynolds@brlda.gov","001-223-301-9922x13706","Stacy Meadows"
"1328","Bernard Burton","Program Manager","bernard_burton@brlda.gov","(806)129-2637","Kristen Duncan"
"1329","Emily Hicks","Data Analyst","emily_hicks@brlda.gov","001-548-121-4100","Lori Castro"
"1330","Wanda Harrison","Quality Assurance Analyst","wanda_harrison@brlda.gov","	+1-362-352-3922x1997","Zachary Hart"
"1331","Mrs. Teresa Snow","Statistician","mrs._teresa_snow@brlda.gov","397.466.4780","Alexis Sanchez"
"1332","Heather Young","Quality Assurance Analyst","heather_young@brlda.gov","099-111-3100","David Davis"
"1333","David Rojas","Data Analyst","david_rojas@brlda.gov","(142)701-5521","Cathy Mccall"
"1334","Christopher Meyer","Quality Assurance Analyst","christopher_meyer@brlda.gov","001-237-306-2567x0489","Lisa Salazar"
"1335","Gina Rodriguez","Project Manager","gina_rodriguez@brlda.gov","565.030.9651","James Lara"
"1336","Daniel Pena","Project Manager","daniel_pena@brlda.gov","537.392.2061","Tiffany Williams"
"1337","Kevin Blake","Business Analyst","kevin_blake@brlda.gov","(204)005-9254x636","Alicia Morse"
"1338","Jacqueline Larson","Statistician","jacqueline_larson@brlda.gov","599-993-1829","Katrina Morgan"
"1339","Mary King","Program Manager","mary_king@brlda.gov","958-481-5140","Jeffrey Wang"
"1340","George Henderson","Data Scientist","george_henderson@brlda.gov","	+1-852-636-1889x6302","Hayley Garcia"
"1341","Shane Weiss MD","Data Engineer","shane_weiss_md@brlda.gov","309-476-9943","Kathryn Roy"
"1342","Ronnie Hampton","Program Manager","ronnie_hampton@brlda.gov","	+1-040-578-2712x06289","Lori Morgan"
"1343","Blake Calderon","Data Analyst","blake_calderon@brlda.gov","	+1-031-613-9671x94382","Lisa Turner"
"1344","April Hill","Program Manager","april_hill@brlda.gov","	+1-313-136-8776","James Gomez"
"1345","Abigail Reyes","Project Manager","abigail_reyes@brlda.gov","001-508-375-5584","Omar Francis"
"1346","Rebecca Reynolds","Data Engineer","rebecca_reynolds@brlda.gov","064.432.6519x3573","Samuel Gonzalez"
"1347","Jasmine Sanchez","Business Analyst","jasmine_sanchez@brlda.gov","(097)951-5676x1605","Bradley Cooper"
"1348","Michael Curry","Project Manager","michael_curry@brlda.gov","001-259-270-0206","Jennifer Davis"
"1349","Leah Harper","Project Manager","leah_harper@brlda.gov","	+1-634-028-7787x3696","Anna Beck"
"1350","Dean Wilson","Program Manager","dean_wilson@brlda.gov","(488)055-4820x282","Victoria Collins"
"1351","Clifford Bowman","Business Analyst","clifford_bowman@brlda.gov","233-777-4571x5356","Rachel Rodriguez"
"1352","Holly Jordan","Data Analyst","holly_jordan@brlda.gov","581.116.2418","William Howe"
"1353","Craig Cook","Statistician","craig_cook@brlda.gov","001-637-276-0030x6330","Carla Mckinney"
"1354","Jonathan Michael","Data Analyst","jonathan_michael@brlda.gov","	+1-820-712-3924","Eric Hickman"
"1355","Lori Andersen","Statistician","lori_andersen@brlda.gov","981-531-7293x656","Kara Ray"
"1356","Christopher Robinson","Business Analyst","christopher_robinson@brlda.gov","7053066412","Misty Phillips"
"1357","Scott Watkins","Project Manager","scott_watkins@brlda.gov","(427)811-4933","Jacqueline Wilson"
"1358","Patrick Turner","Data Engineer","patrick_turner@brlda.gov","101-309-9137x5264","Dennis Mcdowell"
